Job Code,Grade,Salary,Original Hire Date,Run Date,Tenure
14980,3,45427.2,7/31/2023,6/1/2024,306
11790,2,43056,8/21/2023,6/1/2024,285
14980,3,45864,8/20/2023,6/1/2024,286
11790,2,44990.4,9/11/2023,6/1/2024,264
14980,3,46508.8,10/8/2023,6/1/2024,237
11600,1,37440,10/23/2023,6/1/2024,222
11730,1,44345.6,11/26/2023,6/1/2024,188
11730,1,44345.6,11/26/2023,6/1/2024,188
11790,2,45864,11/26/2023,6/1/2024,188
14980,3,45427.2,11/26/2023,6/1/2024,188
11100,6,67068.46,4/16/2009,6/1/2024,5525
11090,6,75000.68,9/26/2011,6/1/2024,4632
11090,6,82207.4,2/24/2013,6/1/2024,4115
11120,7,75425,2/17/2015,6/1/2024,3392
11040,8,112575.84,7/27/2015,6/1/2024,3232
11090,6,75784.8,2/8/2017,6/1/2024,2670
10041,7,72800,10/20/2008,6/1/2024,5703
13900,9,160000,5/16/2011,6/1/2024,4765
11070,6,76379.05,3/7/2022,6/1/2024,817
11100,6,66624,2/19/2023,6/1/2024,468
11100,6,70000,2/19/2024,6/1/2024,103
11730,1,41600,9/6/2018,6/1/2024,2095
11810,4,53393.6,4/30/2018,6/1/2024,2224
14980,3,47049.6,1/21/2008,6/1/2024,5976
11730,1,47840,7/15/2008,6/1/2024,5800
11810,4,52000,11/20/2017,6/1/2024,2385
16990,3,52000,5/7/2018,6/1/2024,2217
14980,3,47049.6,1/7/2008,6/1/2024,5990
12090,3,52832,7/30/2018,6/1/2024,2133
14980,3,49920,6/30/2020,6/1/2024,1432
11600,1,40352,10/5/2020,6/1/2024,1335
11790,2,40580.8,11/8/2020,6/1/2024,1301
11600,1,39312,11/8/2020,6/1/2024,1301
11790,2,42203.2,12/28/2020,6/1/2024,1251
11570,2,50627.2,1/11/2021,6/1/2024,1237
16730,6,72820.8,1/27/2021,6/1/2024,1221
14980,3,43576,5/10/2021,6/1/2024,1118
11790,2,46217.6,6/7/2021,6/1/2024,1090
12300,4,54620.8,9/25/2017,6/1/2024,2441
12300,4,58760,8/2/2021,6/1/2024,1034
16990,3,53040,8/9/2021,6/1/2024,1027
11790,2,49212.8,9/13/2021,6/1/2024,992
12020,2,46592,10/17/2021,6/1/2024,958
14980,3,47382.4,11/7/2021,6/1/2024,937
14980,3,46779.2,11/21/2021,6/1/2024,923
12020,2,46654.4,11/28/2021,6/1/2024,916
14980,3,44990.4,11/29/2021,6/1/2024,915
12100,4,59737.6,12/5/2021,6/1/2024,909
11580,2,47216,12/12/2021,6/1/2024,902
16720,4,57345.6,1/16/2022,6/1/2024,867
11790,2,45760,1/30/2022,6/1/2024,853
11790,2,49920,1/30/2022,6/1/2024,853
12100,4,58656,4/24/2022,6/1/2024,769
12300,4,52520,4/24/2022,6/1/2024,769
11580,2,45760,5/2/2022,6/1/2024,761
11790,2,39748.8,4/24/2022,6/1/2024,769
11790,2,49920,5/1/2022,6/1/2024,762
12210,3,42952,5/16/2022,6/1/2024,747
14980,3,43680,5/22/2022,6/1/2024,741
11760,4,57054.4,6/16/2022,6/1/2024,716
16990,3,51584,6/26/2022,6/1/2024,706
11730,1,38604.8,7/11/2022,6/1/2024,691
11730,1,41308.8,7/17/2022,6/1/2024,685
11720,3,44200,8/16/2022,6/1/2024,655
11790,2,42432,8/29/2022,6/1/2024,642
14980,3,47216,9/16/2022,6/1/2024,624
12020,2,49129.6,11/14/2022,6/1/2024,565
14980,3,43784,1/29/2023,6/1/2024,489
16710,3,49961.6,3/5/2023,6/1/2024,454
11810,4,52000,3/6/2023,6/1/2024,453
16710,3,43264,5/22/2023,6/1/2024,376
11790,2,44116.8,6/5/2023,6/1/2024,362
14980,3,44720,5/30/2023,6/1/2024,368
11790,2,45427.2,6/12/2023,6/1/2024,355
11600,1,36920,6/18/2023,6/1/2024,349
14980,3,43264,6/25/2023,6/1/2024,342
14980,3,42016,7/3/2023,6/1/2024,334
11790,2,42640,7/2/2023,6/1/2024,335
11790,2,52520,7/10/2023,6/1/2024,327
14980,3,43680,7/16/2023,6/1/2024,321
11790,2,43680,7/24/2023,6/1/2024,313
14980,3,44096,7/23/2023,6/1/2024,314
11790,2,49816,7/31/2023,6/1/2024,306
11790,2,51771.2,8/14/2023,6/1/2024,292
14980,3,43264,9/24/2023,6/1/2024,251
12030,2,50835.2,10/10/2023,6/1/2024,235
14980,3,44096,10/15/2023,6/1/2024,230
14980,3,43264,10/15/2023,6/1/2024,230
11790,2,49608,11/5/2023,6/1/2024,209
14980,3,41600,1/14/2024,6/1/2024,139
11790,2,45760,1/22/2024,6/1/2024,131
14980,3,47840,1/21/2024,6/1/2024,132
11790,2,41600,1/21/2024,6/1/2024,132
11790,2,43680,2/4/2024,6/1/2024,118
14980,3,47840,2/4/2024,6/1/2024,118
11790,2,43680,2/18/2024,6/1/2024,104
11790,2,49920,3/4/2024,6/1/2024,89
11790,2,45760,4/22/2024,6/1/2024,40
11790,2,53040,4/22/2024,6/1/2024,40
11090,6,84756.52,7/20/2015,6/1/2024,3239
13900,9,100000,11/4/2019,6/1/2024,1671
11050,7,107571,10/14/2019,6/1/2024,1692
10380,8,97000,12/9/2019,6/1/2024,1636
11070,6,69614.89,12/2/2019,6/1/2024,1643
11100,6,64584,1/27/2020,6/1/2024,1587
10041,7,69503,3/16/2020,6/1/2024,1538
11100,6,75665.19,8/18/2020,6/1/2024,1383
11100,6,71390.73,8/25/2020,6/1/2024,1376
12570,8,114400,4/13/2021,6/1/2024,1145
12230,6,66369.03,5/10/2021,6/1/2024,1118
11090,6,78511.27,6/7/2021,6/1/2024,1090
11100,6,78007.5,2/28/2023,6/1/2024,459
11100,6,69160,6/5/2023,6/1/2024,362
11810,4,55161.6,8/22/2016,6/1/2024,2840
12060,3,62732.8,12/5/2016,6/1/2024,2735
11780,3,49920,1/23/2017,6/1/2024,2686
16130,1,34756.8,12/19/2016,6/1/2024,2721
11800,3,55952,12/19/2016,6/1/2024,2721
11790,2,46467.2,10/23/2006,6/1/2024,6431
11810,4,54766.4,9/29/2014,6/1/2024,3533
16130,1,40456,8/29/2016,6/1/2024,2833
11800,3,55702.4,11/26/2018,6/1/2024,2014
16130,1,40456,10/23/2017,6/1/2024,2413
11600,1,40622.4,7/5/2017,6/1/2024,2523
16130,1,40456,9/6/2016,6/1/2024,2825
16130,1,40456,8/15/2016,6/1/2024,2847
12170,1,43596.8,3/13/2017,6/1/2024,2637
11740,2,45780.8,7/25/2016,6/1/2024,2868
11570,2,53955.2,1/23/2017,6/1/2024,2686
12030,2,41392,10/15/2018,6/1/2024,2056
12170,1,41225.6,7/23/2018,6/1/2024,2140
11720,3,58593.6,1/11/2010,6/1/2024,5255
11780,3,50294.4,2/5/2018,6/1/2024,2308
16130,1,37440,6/11/2018,6/1/2024,2182
14980,3,58697.6,9/11/2006,6/1/2024,6473
16990,3,62025.6,8/11/2008,6/1/2024,5773
16720,4,49212.8,10/29/2018,6/1/2024,2042
11810,4,57179.2,8/15/2016,6/1/2024,2847
12030,2,52353.6,1/7/2007,6/1/2024,6355
16730,6,60840,10/28/2013,6/1/2024,3869
11780,3,52312,11/13/2017,6/1/2024,2392
11790,2,45323.2,1/15/2009,6/1/2024,5616
11590,3,61089.6,3/31/2008,6/1/2024,5906
12300,4,67516.8,12/24/2001,6/1/2024,8195
12480,4,59051.2,12/30/2013,6/1/2024,3806
11600,1,41225.6,9/9/2019,6/1/2024,1727
11710,2,48692.8,9/13/2019,6/1/2024,1723
11710,2,47236.8,9/18/2019,6/1/2024,1718
11710,2,44054.4,10/21/2019,6/1/2024,1685
12030,2,40580.8,2/25/2020,6/1/2024,1558
12170,1,40206.4,7/20/2020,6/1/2024,1412
11710,2,46009.6,7/20/2020,6/1/2024,1412
12170,1,39062.4,4/26/2021,6/1/2024,1132
12060,3,53705.6,4/23/2021,6/1/2024,1135
14980,3,47236.8,4/26/2021,6/1/2024,1132
14980,3,47049.6,5/17/2021,6/1/2024,1111
16720,4,70200,6/21/2021,6/1/2024,1076
12020,2,42536,7/12/2021,6/1/2024,1055
16710,3,45406.4,8/16/2021,6/1/2024,1020
12020,2,44865.6,9/14/2021,6/1/2024,991
12170,1,40206.4,10/4/2021,6/1/2024,971
11780,3,45572.8,10/11/2021,6/1/2024,964
12170,1,40456,1/31/2022,6/1/2024,852
12170,1,40830.4,2/7/2022,6/1/2024,845
12170,1,40456,2/7/2022,6/1/2024,845
16130,1,34756.8,2/8/2022,6/1/2024,844
12170,1,38043.2,2/21/2022,6/1/2024,831
12170,1,38043.2,2/21/2022,6/1/2024,831
11810,4,53955.2,4/6/2022,6/1/2024,787
12060,3,45801.6,5/31/2022,6/1/2024,732
11780,3,43347.2,10/10/2022,6/1/2024,600
11790,2,38188.8,1/16/2023,6/1/2024,502
11590,3,53539.2,5/1/2023,6/1/2024,397
11740,2,45219.2,7/27/2023,6/1/2024,310
12170,1,42640,11/13/2023,6/1/2024,201
11120,7,77400,10/9/2017,6/1/2024,2427
11050,7,108000,2/6/2006,6/1/2024,6690
11090,6,91399.26,10/17/2005,6/1/2024,6802
11050,7,86750,10/12/2015,6/1/2024,3155
11100,6,60499.43,11/15/2017,6/1/2024,2390
12560,8,101689,6/27/2016,6/1/2024,2896
13900,9,150000,2/10/2014,6/1/2024,3764
10041,7,77300,2/20/2017,6/1/2024,2658
10990,10,160000,11/2/2009,6/1/2024,5325
11600,1,42224,10/23/2017,6/1/2024,2413
12060,3,53809.6,6/26/2017,6/1/2024,2532
11720,3,65665.6,2/13/2007,6/1/2024,6318
14980,3,50856,2/27/2019,6/1/2024,1921
16720,4,57782.4,6/24/2019,6/1/2024,1804
14980,3,51105.6,9/20/2007,6/1/2024,6099
11590,3,57096,10/25/2010,6/1/2024,4968
11790,2,45302.4,5/13/2019,6/1/2024,1846
16730,6,77584,1/7/2019,6/1/2024,1972
11720,3,52353.6,6/24/2019,6/1/2024,1804
12060,3,49254.4,4/10/2017,6/1/2024,2609
12430,4,54204.8,1/7/2019,6/1/2024,1972
12060,3,52748.8,6/6/2016,6/1/2024,2917
11800,3,51563.2,12/10/2018,6/1/2024,2000
14980,3,54225.6,12/31/2018,6/1/2024,1979
14980,3,55286.4,2/5/2015,6/1/2024,3404
14980,3,50419.2,4/8/2019,6/1/2024,1881
14980,3,51396.8,2/18/2007,6/1/2024,6313
12170,1,40872,12/10/2018,6/1/2024,2000
11800,3,55702.4,1/7/2019,6/1/2024,1972
11580,2,51812.8,2/18/2019,6/1/2024,1930
11760,4,56326.4,2/18/2019,6/1/2024,1930
12060,3,52748.8,6/14/2011,6/1/2024,4736
11700,3,45905.6,10/28/2019,6/1/2024,1678
12030,2,46571.2,2/24/2020,6/1/2024,1559
11580,2,48588.8,7/6/2020,6/1/2024,1426
12750,2,44990.4,5/17/2021,6/1/2024,1111
16990,3,47049.6,10/25/2021,6/1/2024,950
16130,1,35796.8,12/6/2021,6/1/2024,908
14980,3,46009.6,1/31/2022,6/1/2024,852
12020,2,43388.8,3/8/2022,6/1/2024,816
16130,1,36337.6,4/11/2022,6/1/2024,782
11730,1,40040,4/25/2022,6/1/2024,768
11790,2,39852.8,5/2/2022,6/1/2024,761
12030,2,42515.2,5/9/2022,6/1/2024,754
14980,3,45572.8,5/9/2022,6/1/2024,754
11790,2,42265.6,6/13/2022,6/1/2024,719
16130,1,36337.6,6/27/2022,6/1/2024,705
16130,1,36337.6,7/18/2022,6/1/2024,684
14980,3,46342.4,7/18/2022,6/1/2024,684
16710,3,46072,8/8/2022,6/1/2024,663
11760,4,55868.8,8/7/2022,6/1/2024,664
12020,2,47694.4,9/12/2022,6/1/2024,628
12030,2,39020.8,9/19/2022,6/1/2024,621
11790,2,41371.2,9/25/2022,6/1/2024,615
11740,2,38542.4,11/28/2022,6/1/2024,551
11790,2,41662.4,1/3/2023,6/1/2024,515
12030,2,37502.4,3/5/2023,6/1/2024,454
11770,2,40705.6,6/12/2023,6/1/2024,355
11580,2,40601.6,6/12/2023,6/1/2024,355
11790,2,39728,8/14/2023,6/1/2024,292
11790,2,40310.4,10/16/2023,6/1/2024,229
11050,7,107712.96,11/5/2012,6/1/2024,4226
11110,6,71056.54,1/21/2019,6/1/2024,1958
11100,6,68640,1/15/2019,6/1/2024,1964
10990,10,150000,9/2/2008,6/1/2024,5751
13900,9,140000,8/6/2018,6/1/2024,2126
10041,7,98752.5,9/19/1995,6/1/2024,10483
12560,8,96392,2/1/2021,6/1/2024,1216
14980,3,50419.2,7/7/2014,6/1/2024,3617
11700,3,48214.4,7/25/2016,6/1/2024,2868
12300,4,65769.6,2/8/2016,6/1/2024,3036
11710,2,43076.8,4/15/2019,6/1/2024,1874
11730,1,49212.8,10/1/2008,6/1/2024,5722
11700,3,45676.8,1/25/2016,6/1/2024,3050
12030,2,58697.6,11/27/2000,6/1/2024,8587
11700,3,41392,9/12/2016,6/1/2024,2819
12170,1,40518.4,2/20/2019,6/1/2024,1928
11700,3,54350.4,8/30/2010,6/1/2024,5024
11600,1,47340.8,12/12/2006,6/1/2024,6381
11710,2,46800,10/2/2018,6/1/2024,2069
11700,3,47070.4,5/26/2015,6/1/2024,3294
11720,3,55161.6,3/5/2010,6/1/2024,5202
16720,4,57054.4,6/20/2007,6/1/2024,6191
12170,1,41121.6,7/31/2017,6/1/2024,2497
11700,3,48443.2,1/31/2018,6/1/2024,2313
11760,4,64355.2,9/30/2013,6/1/2024,3897
11590,3,59446.4,3/26/2008,6/1/2024,5911
11760,4,63793.6,11/8/2010,6/1/2024,4954
11720,3,51542.4,8/15/2016,6/1/2024,2847
16730,6,60840,9/19/2006,6/1/2024,6465
11720,3,59779.2,2/28/2007,6/1/2024,6303
12060,3,45864,10/10/2017,6/1/2024,2426
11710,2,46675.2,9/6/2018,6/1/2024,2095
11760,4,59446.4,3/4/2013,6/1/2024,4107
11760,4,57886.4,8/12/2013,6/1/2024,3946
11570,2,54121.6,11/24/2008,6/1/2024,5668
11720,3,59758.4,7/12/2002,6/1/2024,7995
11710,2,46675.2,2/26/2019,6/1/2024,1922
11700,3,45884.8,8/29/2016,6/1/2024,2833
11700,3,49129.6,11/30/2015,6/1/2024,3106
12060,3,47840,11/13/2017,6/1/2024,2392
11700,3,45468.8,4/11/2019,6/1/2024,1878
11730,1,43160,11/2/2020,6/1/2024,1307
11710,2,42515.2,3/22/2021,6/1/2024,1167
11700,3,45177.6,12/14/2021,6/1/2024,900
12170,1,39145.6,1/4/2022,6/1/2024,879
12170,1,40289.6,1/4/2022,6/1/2024,879
10041,7,72800,2/16/2015,6/1/2024,3393
11090,6,81910.56,11/15/2007,6/1/2024,6043
11050,7,116091.85,7/20/2006,6/1/2024,6526
12560,8,109328.07,10/10/2006,6/1/2024,6444
10990,10,156732.96,12/15/2008,6/1/2024,5647
13900,9,140507.1,4/1/2019,6/1/2024,1888
11810,4,54724.8,1/11/2021,6/1/2024,1237
11570,2,53352,5/17/2021,6/1/2024,1111
12030,2,48859.2,6/1/2021,6/1/2024,1096
16130,1,33945.6,6/7/2021,6/1/2024,1090
11820,2,49025.6,6/7/2021,6/1/2024,1090
16130,1,34611.2,6/7/2021,6/1/2024,1090
11710,2,44553.6,8/2/2021,6/1/2024,1034
16990,3,62400,9/14/2021,6/1/2024,991
16710,3,60320,8/24/2021,6/1/2024,1012
12020,2,53040,8/30/2021,6/1/2024,1006
12030,2,49129.6,8/30/2021,6/1/2024,1006
14980,3,53830.4,9/7/2021,6/1/2024,998
14980,3,54100.8,9/7/2021,6/1/2024,998
14980,3,45822.4,9/17/2021,6/1/2024,988
12300,4,57283.2,9/29/2021,6/1/2024,976
14980,3,52124.8,10/4/2021,6/1/2024,971
14980,3,49878.4,10/27/2021,6/1/2024,948
14980,3,55390.4,11/12/2021,6/1/2024,932
14980,3,54204.8,11/29/2021,6/1/2024,915
11760,4,49275.2,1/4/2022,6/1/2024,879
11710,2,49129.6,2/7/2022,6/1/2024,845
11600,1,41537.6,2/21/2022,6/1/2024,831
11710,2,49753.6,3/21/2022,6/1/2024,803
11760,4,51604.8,3/21/2022,6/1/2024,803
11740,2,46779.2,4/4/2022,6/1/2024,789
11710,2,48152,5/2/2022,6/1/2024,761
14980,3,43867.2,5/18/2022,6/1/2024,745
11710,2,49067.2,6/2/2022,6/1/2024,730
12100,4,55120,6/20/2022,6/1/2024,712
11580,2,49753.6,6/16/2022,6/1/2024,716
12030,2,44990.4,6/27/2022,6/1/2024,705
11720,3,54516.8,6/27/2022,6/1/2024,705
11740,2,41600,8/1/2022,6/1/2024,670
11820,2,41600,8/3/2022,6/1/2024,668
14980,3,42099.2,8/8/2022,6/1/2024,663
11570,2,53352,8/29/2022,6/1/2024,642
14980,3,44803.2,8/31/2022,6/1/2024,640
14980,3,41641.6,9/26/2022,6/1/2024,614
11760,4,51854.4,9/26/2022,6/1/2024,614
11720,3,50627.2,10/10/2022,6/1/2024,600
11720,3,51313.6,10/10/2022,6/1/2024,600
14980,3,49129.6,10/10/2022,6/1/2024,600
11580,2,49857.6,10/26/2022,6/1/2024,584
14980,3,46300.8,11/1/2022,6/1/2024,578
11580,2,52457.6,11/7/2022,6/1/2024,572
11740,2,48193.6,11/21/2022,6/1/2024,558
11740,2,45427.2,11/21/2022,6/1/2024,558
11580,2,49857.6,12/1/2022,6/1/2024,548
11710,2,46342.4,12/28/2022,6/1/2024,521
12170,1,45427.2,1/16/2023,6/1/2024,502
12020,2,50336,2/13/2023,6/1/2024,474
11600,1,41100.8,2/13/2023,6/1/2024,474
12480,4,58406.4,4/17/2023,6/1/2024,411
12170,1,47132.8,6/13/2023,6/1/2024,354
14980,3,45864,6/13/2023,6/1/2024,354
14980,3,43264,6/19/2023,6/1/2024,348
11580,2,45427.2,6/27/2023,6/1/2024,340
14980,3,45427.2,6/27/2023,6/1/2024,340
11600,1,39312,11/29/2023,6/1/2024,185
12050,2,49920,1/9/2024,6/1/2024,144
16730,6,66560,2/5/2024,6/1/2024,117
11600,1,37440,3/4/2024,6/1/2024,89
10041,7,78750,8/31/2015,6/1/2024,3197
13900,9,150000,2/25/2019,6/1/2024,1923
10990,10,165237.75,4/27/2015,6/1/2024,3323
11100,6,67000,1/18/2021,6/1/2024,1230
11050,7,94000,6/7/2021,6/1/2024,1090
11120,7,81000,8/23/2021,6/1/2024,1013
12550,7,100000,1/9/2023,6/1/2024,509
11100,6,71925,6/5/2023,6/1/2024,362
11720,3,52936,6/4/2012,6/1/2024,4380
11580,2,48318.4,9/19/2016,6/1/2024,2812
11710,2,51313.6,10/23/2000,6/1/2024,8622
11600,1,41371.2,3/25/2002,6/1/2024,8104
16710,3,65291.2,11/16/2007,6/1/2024,6042
17580,6,60985.6,10/18/2006,6/1/2024,6436
11700,3,49608,9/12/2016,6/1/2024,2819
12100,4,50460.8,8/28/2018,6/1/2024,2104
11700,3,48214.4,6/19/2017,6/1/2024,2539
16990,3,54454.4,3/20/2019,6/1/2024,1900
11720,3,57782.4,9/11/2000,6/1/2024,8664
11710,2,46924.8,8/29/2018,6/1/2024,2103
11700,3,48963.2,8/1/2016,6/1/2024,2861
12030,2,50523.2,12/3/2007,6/1/2024,6025
11710,2,47132.8,5/30/2017,6/1/2024,2559
11580,2,47028.8,10/21/2019,6/1/2024,1685
11580,2,50065.6,4/20/2021,6/1/2024,1138
12020,2,45697.6,5/14/2021,6/1/2024,1114
11720,3,48027.2,6/7/2021,6/1/2024,1090
12170,1,40164.8,6/22/2021,6/1/2024,1075
12060,3,47528,8/9/2021,6/1/2024,1027
11710,2,46633.6,8/24/2021,6/1/2024,1012
11710,2,44803.2,10/11/2021,6/1/2024,964
11710,2,42307.2,1/24/2022,6/1/2024,859
12170,1,40164.8,2/21/2022,6/1/2024,831
11700,3,45177.6,2/28/2022,6/1/2024,824
12170,1,40560,4/11/2022,6/1/2024,782
12170,1,40560,6/21/2022,6/1/2024,711
12170,1,39000,8/16/2022,6/1/2024,655
14980,3,50918.4,9/7/2022,6/1/2024,633
11760,4,48048,9/6/2023,6/1/2024,269
10990,10,144000,2/25/2019,6/1/2024,1923
11050,7,84259.66,2/17/2009,6/1/2024,5583
11090,6,72638.09,10/27/2004,6/1/2024,7157
10041,7,81612,6/27/2005,6/1/2024,6914
16990,3,56243.2,6/3/1996,6/1/2024,10225
16130,1,34652.8,2/13/2017,6/1/2024,2665
11730,1,43638.4,11/2/2009,6/1/2024,5325
11780,3,47632,1/25/2007,6/1/2024,6337
11580,2,46092.8,10/18/2016,6/1/2024,2783
16720,4,56784,8/19/2015,6/1/2024,3209
11810,4,57387.2,5/21/2007,6/1/2024,6221
11580,2,46342.4,7/1/2019,6/1/2024,1797
11570,2,48838.4,3/25/2019,6/1/2024,1895
11570,2,50696.26,3/16/2015,6/1/2024,3365
14980,3,45697.6,7/1/2019,6/1/2024,1797
14980,3,46758.4,10/11/2010,6/1/2024,4982
11720,3,46800,3/11/2019,6/1/2024,1909
11710,2,46259.2,10/19/2016,6/1/2024,2782
11740,2,37986.62,2/11/2019,6/1/2024,1937
14980,3,46342.4,1/15/2018,6/1/2024,2329
12060,3,51979.2,9/23/2013,6/1/2024,3904
12300,4,60528,11/7/2006,6/1/2024,6416
12420,3,47632,10/19/2016,6/1/2024,2782
14980,3,47528,1/10/2006,6/1/2024,6717
11750,3,47236.8,10/11/2016,6/1/2024,2790
14980,3,45905.6,1/17/2017,6/1/2024,2692
11790,2,45552,2/10/2020,6/1/2024,1573
11760,4,52624,2/24/2020,6/1/2024,1559
12060,3,49067.2,10/12/2020,6/1/2024,1328
16990,3,48672,12/7/2020,6/1/2024,1272
11600,1,37939.2,6/14/2021,6/1/2024,1083
14980,3,48672,8/1/2021,6/1/2024,1035
12480,4,50460.8,9/7/2021,6/1/2024,998
11740,2,47236.8,10/18/2021,6/1/2024,957
16130,1,34070.4,10/3/2021,6/1/2024,972
16130,1,34070.4,10/18/2021,6/1/2024,957
12750,2,40081.6,11/7/2021,6/1/2024,937
11760,4,48633.31,2/21/2022,6/1/2024,831
12020,2,37336,6/20/2022,6/1/2024,712
12210,3,47028.8,7/11/2022,6/1/2024,691
14980,3,45676.8,7/11/2022,6/1/2024,691
12020,2,43950.4,7/25/2022,6/1/2024,677
12030,2,47694.4,7/24/2022,6/1/2024,678
16710,3,49961.6,8/1/2022,6/1/2024,670
14980,3,46342.4,8/1/2022,6/1/2024,670
16130,1,34070.4,7/31/2022,6/1/2024,671
16130,1,34070.4,8/15/2022,6/1/2024,656
14980,3,41537.6,8/22/2022,6/1/2024,649
11730,1,38646.4,8/22/2022,6/1/2024,649
12420,3,41537.6,9/6/2022,6/1/2024,634
12020,2,35776,10/17/2022,6/1/2024,593
11740,2,40747.2,10/17/2022,6/1/2024,593
16720,4,51729.6,10/31/2022,6/1/2024,579
14980,3,44220.8,11/27/2022,6/1/2024,552
11580,2,44948.8,12/12/2022,6/1/2024,537
11710,2,40809.6,1/3/2023,6/1/2024,515
11710,2,39145.6,1/9/2023,6/1/2024,509
11740,2,44928,2/13/2023,6/1/2024,474
14980,3,41038.4,3/26/2023,6/1/2024,433
11730,1,37315.2,4/23/2023,6/1/2024,405
11730,1,38937.6,6/11/2023,6/1/2024,356
11730,1,38022.4,6/11/2023,6/1/2024,356
16130,1,34611.2,6/18/2023,6/1/2024,349
16130,1,34611.2,10/22/2023,6/1/2024,223
16130,1,34611.2,10/23/2023,6/1/2024,222
11090,6,84770.4,3/14/2004,6/1/2024,7384
12560,8,111280,12/17/2014,6/1/2024,3454
11100,6,69989.69,1/3/2017,6/1/2024,2706
11100,6,68402.88,10/31/2016,6/1/2024,2770
10041,7,70756.4,3/9/2020,6/1/2024,1545
11100,6,56277.14,2/22/2021,6/1/2024,1195
13900,9,90000,6/14/2021,6/1/2024,1083
11000,9,140000,2/14/2022,6/1/2024,838
11100,6,66105.2,3/20/2022,6/1/2024,804
11050,7,85500,8/15/2022,6/1/2024,656
11760,4,54974.4,10/28/2009,6/1/2024,5330
12170,1,37107.2,9/24/2018,6/1/2024,2077
16990,3,53622.4,4/28/2014,6/1/2024,3687
11760,4,55078.4,5/20/2013,6/1/2024,4030
11710,2,43430.4,2/26/2018,6/1/2024,2287
11600,1,36316.8,6/17/2014,6/1/2024,3637
16720,4,52894.4,5/20/1996,6/1/2024,10239
12170,1,45364.8,5/5/2014,6/1/2024,3680
11730,1,39665.6,1/7/2019,6/1/2024,1972
11570,2,51001.6,12/19/2005,6/1/2024,6739
11730,1,42151.2,2/13/2018,6/1/2024,2300
11750,3,42681.6,6/11/2018,6/1/2024,2182
11720,3,48068.8,8/20/2019,6/1/2024,1747
12170,1,37107.2,12/16/2019,6/1/2024,1629
14980,3,47216,2/3/2020,6/1/2024,1580
11580,2,51896,2/3/2020,6/1/2024,1580
16130,1,35984,10/12/2020,6/1/2024,1328
11730,1,42244.8,12/20/2021,6/1/2024,894
11710,2,50980.8,5/23/2022,6/1/2024,740
11580,2,41516.8,8/15/2022,6/1/2024,656
12250,2,46716.8,10/10/2022,6/1/2024,600
11710,2,39665.6,10/18/2022,6/1/2024,592
11710,2,43264,11/28/2022,6/1/2024,551
12030,2,46571.2,12/12/2022,6/1/2024,537
14980,3,48214.4,12/20/2022,6/1/2024,529
12100,4,43700.8,1/9/2023,6/1/2024,509
12050,2,43056,2/13/2023,6/1/2024,474
14980,3,43680,3/20/2023,6/1/2024,439
14980,3,42536,4/3/2023,6/1/2024,425
16130,1,32136,6/5/2023,6/1/2024,362
12020,2,37658.4,8/7/2023,6/1/2024,299
16130,1,32136,9/10/2023,6/1/2024,265
16710,3,49275.2,10/1/2023,6/1/2024,244
12020,2,40705.6,10/8/2023,6/1/2024,237
16130,1,32136,11/12/2023,6/1/2024,202
16130,1,32136,12/17/2023,6/1/2024,167
14980,3,38396.8,12/26/2023,6/1/2024,158
16130,1,32136,12/26/2023,6/1/2024,158
14980,3,37440,1/14/2024,6/1/2024,139
16130,1,33280,1/21/2024,6/1/2024,132
16130,1,31200,3/17/2024,6/1/2024,76
16130,1,31200,3/17/2024,6/1/2024,76
11730,1,38480,3/24/2024,6/1/2024,69
11050,7,85112.61,7/21/2015,6/1/2024,3238
11070,6,87037.82,6/30/2014,6/1/2024,3624
11100,6,76969.25,6/18/2007,6/1/2024,6193
10041,7,77741.06,12/13/1993,6/1/2024,11128
12560,8,110000,1/23/2023,6/1/2024,495
12300,4,54371.2,9/24/2018,6/1/2024,2077
11760,4,67496,3/29/2012,6/1/2024,4447
14980,3,46342.4,11/26/2018,6/1/2024,2014
11720,3,47694.4,5/15/2006,6/1/2024,6592
11580,2,50294.4,8/19/2019,6/1/2024,1748
11760,4,51272,2/3/2020,6/1/2024,1580
11580,2,52748.8,2/3/2020,6/1/2024,1580
11600,1,37960,3/2/2020,6/1/2024,1552
14980,3,46779.2,3/2/2020,6/1/2024,1552
11760,4,51604.8,3/16/2020,6/1/2024,1538
12020,2,38563.2,3/19/2020,6/1/2024,1535
14980,3,50128,3/23/2020,6/1/2024,1531
11760,4,50024,4/15/2020,6/1/2024,1508
11730,1,43804.8,4/28/2020,6/1/2024,1495
11760,4,47673.6,9/21/2020,6/1/2024,1349
14980,3,47070.4,9/27/2020,6/1/2024,1343
14980,3,48880,10/4/2020,6/1/2024,1336
12170,1,40456,1/25/2021,6/1/2024,1223
11810,4,47507.2,1/25/2021,6/1/2024,1223
14980,3,47236.8,2/1/2021,6/1/2024,1216
12100,4,51708.8,3/1/2021,6/1/2024,1188
11760,4,52124.8,3/15/2021,6/1/2024,1174
11810,4,46321.6,3/29/2021,6/1/2024,1160
16990,3,43076.8,4/5/2021,6/1/2024,1153
11710,2,46113.6,4/12/2021,6/1/2024,1146
16720,4,51604.8,4/26/2021,6/1/2024,1132
11600,1,35547.2,5/3/2021,6/1/2024,1125
