Job Code,Grade,Salary,Original Hire Date,Run Date,Tenure
11740,2,35568,1/1/2024,6/1/2024,152
11710,2,35984,1/1/2024,6/1/2024,152
11740,2,34840,1/29/2024,6/1/2024,124
11710,2,34840,3/11/2024,6/1/2024,82
11100,6,67491.84,10/9/1995,6/1/2024,10463
10041,7,84863.09,3/12/1981,6/1/2024,15787
11050,7,81750,5/11/2005,6/1/2024,6961
12560,8,102115.59,12/23/2012,6/1/2024,4178
10990,10,130000,10/29/2018,6/1/2024,2042
11720,3,49753.6,7/3/1989,6/1/2024,12752
16730,6,55806.4,6/20/2016,6/1/2024,2903
11700,3,44886.4,5/8/2023,6/1/2024,390
11100,6,69148.51,11/4/1985,6/1/2024,14089
12560,8,108266.93,4/7/2014,6/1/2024,3708
10380,8,95000,6/8/2020,6/1/2024,1454
11110,6,65250,5/16/2021,6/1/2024,1112
13900,9,125000,6/1/2021,6/1/2024,1096
11700,3,56513.6,4/28/1986,6/1/2024,13914
11700,3,56097.6,10/20/2009,6/1/2024,5338
11700,3,56867.2,3/14/1997,6/1/2024,9941
11760,4,58302.4,1/20/1983,6/1/2024,15108
11700,3,56160,10/7/1985,6/1/2024,14117
16750,6,69243.2,6/9/1978,6/1/2024,16794
16720,4,63086.4,4/7/2008,6/1/2024,5899
16710,3,59009.6,11/18/2005,6/1/2024,6770
11600,1,47694.4,9/16/1976,6/1/2024,17425
11700,3,56368,4/22/2009,6/1/2024,5519
12060,3,41100.8,9/27/2012,6/1/2024,4265
11700,3,50252.8,8/16/2015,6/1/2024,3212
11690,2,45884.8,10/11/2015,6/1/2024,3156
11690,2,53352,5/22/2016,6/1/2024,2932
11580,2,49129.6,4/30/2017,6/1/2024,2589
12020,2,43472,10/18/2017,6/1/2024,2418
11700,3,50481.6,8/15/2019,6/1/2024,1752
11700,3,47507.2,6/16/2020,6/1/2024,1446
11700,3,48193.6,5/10/2021,6/1/2024,1118
12060,3,43929.6,12/15/2021,6/1/2024,899
11700,3,41600,1/12/2022,6/1/2024,871
11760,4,49067.2,2/2/2022,6/1/2024,850
11760,4,48651.2,2/7/2022,6/1/2024,845
12020,2,38251.2,2/28/2022,6/1/2024,824
11700,3,44886.4,4/26/2022,6/1/2024,767
11700,3,46217.6,6/13/2022,6/1/2024,719
12020,2,41204.8,11/14/2022,6/1/2024,565
11700,3,44012.8,11/14/2022,6/1/2024,565
11700,3,42723.2,2/20/2023,6/1/2024,467
11700,3,41912,4/7/2023,6/1/2024,421
11700,3,40352,4/25/2023,6/1/2024,403
11700,3,41912,5/30/2023,6/1/2024,368
12020,2,37502.4,6/19/2023,6/1/2024,348
11700,3,36088,7/11/2023,6/1/2024,326
11700,3,44553.6,7/10/2023,6/1/2024,327
11700,3,44137.6,7/17/2023,6/1/2024,320
11700,3,35713.6,8/7/2023,6/1/2024,299
11700,3,41974.4,8/1/2023,6/1/2024,305
11700,3,44137.6,8/16/2023,6/1/2024,290
11700,3,43264,10/2/2023,6/1/2024,243
11700,3,41600,10/10/2023,6/1/2024,235
11700,3,38937.6,10/24/2023,6/1/2024,221
11700,3,41100.8,10/30/2023,6/1/2024,215
11600,1,38937.6,11/27/2023,6/1/2024,187
11700,3,41891.2,12/4/2023,6/1/2024,180
11700,3,39520,3/13/2024,6/1/2024,80
11700,3,39520,4/15/2024,6/1/2024,47
11700,3,39520,4/15/2024,6/1/2024,47
11700,3,39520,4/15/2024,6/1/2024,47
11700,3,39520,4/15/2024,6/1/2024,47
11700,3,39520,4/15/2024,6/1/2024,47
11700,3,39520,4/15/2024,6/1/2024,47
11050,7,85000,10/7/2002,6/1/2024,7908
11100,6,78000,10/28/2002,6/1/2024,7887
11090,6,63600,11/14/2006,6/1/2024,6409
11000,9,125000,3/1/1988,6/1/2024,13241
12550,7,95051.36,1/31/2012,6/1/2024,4505
11090,6,62400,4/26/2022,6/1/2024,767
11700,3,52436.8,8/8/1991,6/1/2024,11986
11700,3,52436.8,5/2/1994,6/1/2024,10988
16750,6,71822.4,5/7/2001,6/1/2024,8426
11700,3,52457.6,3/31/1997,6/1/2024,9924
16730,6,68390.4,8/26/2019,6/1/2024,1741
11700,3,48193.6,5/26/2020,6/1/2024,1467
11760,4,59051.2,8/19/2020,6/1/2024,1382
11700,3,49961.6,11/2/2020,6/1/2024,1307
12020,2,45760,9/29/2022,6/1/2024,611
11010,8,142548.22,11/11/1985,6/1/2024,14082
10041,7,68134.5,1/18/2016,6/1/2024,3057
12260,2,54579.2,11/4/2003,6/1/2024,7515
11660,1,48942.4,3/5/2006,6/1/2024,6663
11660,1,46342.4,8/23/2011,6/1/2024,4666
11660,1,44657.6,9/7/2011,6/1/2024,4651
11660,1,45968,10/18/2011,6/1/2024,4610
11660,1,46342.4,1/31/2012,6/1/2024,4505
11670,2,56513.6,2/21/2012,6/1/2024,4484
11680,4,62379.2,3/6/2012,6/1/2024,4470
11660,1,46342.4,3/6/2012,6/1/2024,4470
11660,1,46342.4,3/20/2012,6/1/2024,4456
11670,2,56513.6,3/20/2012,6/1/2024,4456
11660,1,46342.4,3/27/2012,6/1/2024,4449
11660,1,45968,4/3/2012,6/1/2024,4442
11670,2,49483.2,4/10/2012,6/1/2024,4435
11660,1,45968,5/1/2012,6/1/2024,4414
11660,1,46342.4,5/15/2012,6/1/2024,4400
11660,1,46342.4,5/13/2013,6/1/2024,4037
11660,1,46342.4,1/6/2014,6/1/2024,3799
11670,2,46342.4,12/30/2013,6/1/2024,3806
11660,1,47590.4,6/30/2014,6/1/2024,3624
11660,1,46779.2,8/4/2014,6/1/2024,3589
16750,6,80433.6,9/22/2014,6/1/2024,3540
11670,2,51771.2,10/27/2015,6/1/2024,3140
11660,1,51792,3/22/2016,6/1/2024,2993
16720,4,64875.2,5/3/2016,6/1/2024,2951
11660,1,46342.4,8/17/2016,6/1/2024,2845
11670,2,47590.4,8/17/2016,6/1/2024,2845
11700,3,59696,9/16/2016,6/1/2024,2815
11700,3,48963.2,10/7/2016,6/1/2024,2794
11660,1,52478.4,10/21/2016,6/1/2024,2780
11670,2,48838.4,1/27/2017,6/1/2024,2682
11670,2,51771.2,8/7/2017,6/1/2024,2490
16720,4,73008,10/16/2017,6/1/2024,2420
11680,4,59051.2,2/19/2018,6/1/2024,2294
11700,3,50939.2,2/26/2018,6/1/2024,2287
11660,1,42993.6,5/2/2018,6/1/2024,2222
11670,2,51355.2,12/3/2018,6/1/2024,2007
11660,1,42744,12/16/2019,6/1/2024,1629
11660,1,42993.6,1/27/2020,6/1/2024,1587
11660,1,43076.8,2/17/2020,6/1/2024,1566
11660,1,42744,3/23/2020,6/1/2024,1531
11660,1,44283.2,6/22/2020,6/1/2024,1440
11700,3,57678.4,7/13/2020,6/1/2024,1419
11660,1,42993.6,7/20/2020,6/1/2024,1412
11660,1,43326.4,9/14/2020,6/1/2024,1356
11660,1,42744,2/22/2021,6/1/2024,1195
11700,3,55723.2,2/4/2013,6/1/2024,4135
11680,4,56243.2,9/20/2021,6/1/2024,985
11670,2,46155.2,4/18/2022,6/1/2024,775
11660,1,40705.6,6/6/2022,6/1/2024,726
11660,1,37377.6,8/1/2022,6/1/2024,670
11700,3,52416,8/15/2022,6/1/2024,656
11670,2,46508.8,11/2/2022,6/1/2024,577
12170,1,41787.2,11/2/2022,6/1/2024,577
11660,1,39332.8,11/7/2022,6/1/2024,572
11660,1,39811.2,2/15/2023,6/1/2024,472
11660,1,39811.2,3/29/2023,6/1/2024,430
11660,1,39811.2,4/5/2023,6/1/2024,423
11660,1,41974.4,10/25/2023,6/1/2024,220
11660,1,41974.4,10/25/2023,6/1/2024,220
16710,3,53560,11/15/2023,6/1/2024,199
11660,1,41974.4,11/29/2023,6/1/2024,185
11660,1,41974.4,11/29/2023,6/1/2024,185
11660,1,40352,1/31/2024,6/1/2024,122
12870,6,78000,11/4/2014,6/1/2024,3497
12870,6,70297.5,9/15/2015,6/1/2024,3182
12880,6,83419.92,12/15/2015,6/1/2024,3091
11050,7,88400,5/30/2022,6/1/2024,733
12250,2,57616,1/2/1998,6/1/2024,9647
11760,4,65832,5/10/1998,6/1/2024,9519
12130,4,70761.6,8/10/1998,6/1/2024,9427
12250,2,54620.8,2/14/2000,6/1/2024,8874
11590,3,66435.2,3/11/2002,6/1/2024,8118
11800,3,66435.2,7/9/2002,6/1/2024,7998
11590,3,66476.8,9/17/2002,6/1/2024,7928
16720,4,73195.2,10/3/2002,6/1/2024,7912
11760,4,64584,5/17/2011,6/1/2024,4764
11800,3,61568,10/22/2003,6/1/2024,7528
11700,3,66435.2,4/19/2004,6/1/2024,7348
16720,4,74235.2,4/12/2006,6/1/2024,6625
16720,4,70449.6,5/15/2006,6/1/2024,6592
11760,4,63939.2,9/11/2006,6/1/2024,6473
11800,3,61880,8/26/2014,6/1/2024,3567
12750,2,52478.4,8/9/2011,6/1/2024,4680
11600,1,44449.6,8/23/2011,6/1/2024,4666
16720,4,66476.8,3/6/2012,6/1/2024,4470
16720,4,65353.6,4/3/2012,6/1/2024,4442
11800,3,63523.2,8/28/2012,6/1/2024,4295
11800,3,60777.6,12/3/2012,6/1/2024,4198
11790,2,58780.8,9/23/2013,6/1/2024,3904
11700,3,62545.6,10/14/2013,6/1/2024,3883
11800,3,59904,10/28/2013,6/1/2024,3869
11700,3,60569.6,9/4/2012,6/1/2024,4288
11600,1,39811.2,4/14/2014,6/1/2024,3701
11700,3,60361.6,12/22/2014,6/1/2024,3449
12060,3,60320,5/19/2015,6/1/2024,3301
11700,3,51979.2,5/12/2015,6/1/2024,3308
11760,4,58406.4,6/23/2015,6/1/2024,3266
11770,2,51500.8,9/29/2015,6/1/2024,3168
11710,2,58697.6,10/6/2015,6/1/2024,3161
11700,3,55556.8,11/3/2015,6/1/2024,3133
11790,2,56284.8,1/12/2016,6/1/2024,3063
11700,3,52270.4,7/15/2016,6/1/2024,2878
11800,3,60548.8,7/22/2016,6/1/2024,2871
11790,2,55744,4/14/2017,6/1/2024,2605
11580,2,55203.2,5/10/2017,6/1/2024,2579
15470,3,44886.4,5/12/2017,6/1/2024,2577
11700,3,58843.2,5/26/2017,6/1/2024,2563
12030,2,47652.8,6/2/2017,6/1/2024,2556
11760,4,59966.4,8/7/2017,6/1/2024,2490
11700,3,58843.2,8/21/2017,6/1/2024,2476
11700,3,59072,8/28/2017,6/1/2024,2469
12430,4,61110.4,9/5/2017,6/1/2024,2461
11780,3,54121.6,11/13/2017,6/1/2024,2392
11760,4,61110.4,11/27/2017,6/1/2024,2378
16750,6,90563.2,12/4/2017,6/1/2024,2371
12300,4,60632,12/4/2017,6/1/2024,2371
11770,2,50356.8,12/26/2017,6/1/2024,2349
12030,2,45947.2,4/23/2018,6/1/2024,2231
12480,4,70532.8,4/23/2018,6/1/2024,2231
11580,2,53580.8,6/11/2018,6/1/2024,2182
11770,2,48921.6,6/18/2018,6/1/2024,2175
11700,3,57470.4,7/23/2018,6/1/2024,2140
11790,2,54662.4,2/25/2019,6/1/2024,1923
11580,2,55203.2,3/18/2019,6/1/2024,1902
11760,4,60278.4,4/15/2019,6/1/2024,1874
11770,2,49400,6/24/2019,6/1/2024,1804
11600,1,43076.8,7/8/2019,6/1/2024,1790
11790,2,54142.4,7/15/2019,6/1/2024,1783
11760,4,54080,8/19/2019,6/1/2024,1748
11700,3,52832,11/11/2019,6/1/2024,1664
16720,4,67059.2,11/18/2019,6/1/2024,1657
11770,2,48921.6,12/9/2019,6/1/2024,1636
11760,4,58364.8,1/6/2020,6/1/2024,1608
11700,3,59696,4/13/2020,6/1/2024,1510
16720,4,66560,6/1/2020,6/1/2024,1461
11700,3,60548.8,8/3/2020,6/1/2024,1398
11790,2,54142.4,8/17/2020,6/1/2024,1384
12030,2,43076.8,8/31/2020,6/1/2024,1370
11770,2,48006.4,9/9/2020,6/1/2024,1361
11600,1,43472,11/2/2020,6/1/2024,1307
11700,3,55036.8,12/7/2020,6/1/2024,1272
11790,2,52041.6,1/4/2021,6/1/2024,1244
12430,4,57324.8,3/1/2021,6/1/2024,1188
11770,2,49171.2,3/8/2021,6/1/2024,1181
11760,4,54808,3/15/2021,6/1/2024,1174
11770,2,48193.6,3/29/2021,6/1/2024,1160
12260,2,41308.8,5/3/2021,6/1/2024,1125
11700,3,57720,5/3/2021,6/1/2024,1125
12030,2,40830.4,5/10/2021,6/1/2024,1118
11700,3,54787.2,6/14/2021,6/1/2024,1083
12430,4,56243.2,7/12/2021,6/1/2024,1055
11600,1,43076.8,8/2/2021,6/1/2024,1034
16750,6,76960,8/2/2021,6/1/2024,1034
11580,2,50710.4,8/9/2021,6/1/2024,1027
11700,3,53560,8/9/2021,6/1/2024,1027
11700,3,55827.2,8/23/2021,6/1/2024,1013
11770,2,49608,9/13/2021,6/1/2024,992
12420,3,58510.4,9/27/2021,6/1/2024,978
11700,3,58635.2,9/27/2021,6/1/2024,978
12030,2,42993.6,10/4/2021,6/1/2024,971
11790,2,51854.4,10/4/2021,6/1/2024,971
11760,4,59092.8,10/18/2021,6/1/2024,957
11700,3,52915.2,10/25/2021,6/1/2024,950
11760,4,57865.6,11/8/2021,6/1/2024,936
12430,4,56243.2,11/8/2021,6/1/2024,936
11700,3,58843.2,11/15/2021,6/1/2024,929
12030,2,50211.2,11/22/2021,6/1/2024,922
11700,3,51708.8,11/22/2021,6/1/2024,922
12030,2,42681.6,12/13/2021,6/1/2024,901
11760,4,59404.8,12/27/2021,6/1/2024,887
11700,3,56825.6,1/17/2022,6/1/2024,866
11700,3,58510.4,1/17/2022,6/1/2024,866
11700,3,57948.8,1/17/2022,6/1/2024,866
11790,2,51209.6,1/31/2022,6/1/2024,852
11700,3,57387.2,2/7/2022,6/1/2024,845
11700,3,57678.4,2/14/2022,6/1/2024,838
11760,4,60632,3/14/2022,6/1/2024,810
11770,2,43992,8/8/2022,6/1/2024,663
11770,2,47611.2,3/28/2022,6/1/2024,796
11790,2,45760,3/30/2022,6/1/2024,794
11790,2,51209.6,4/4/2022,6/1/2024,789
11760,4,55827.2,4/6/2022,6/1/2024,787
11580,2,49732.8,4/11/2022,6/1/2024,782
11790,2,45760,4/11/2022,6/1/2024,782
11770,2,46675.2,4/18/2022,6/1/2024,775
12170,1,39624,5/2/2022,6/1/2024,761
11770,2,46675.2,5/9/2022,6/1/2024,754
12020,2,51521.6,6/6/2022,6/1/2024,726
11770,2,45136,6/6/2022,6/1/2024,726
11700,3,48838.4,6/6/2022,6/1/2024,726
11700,3,52416,6/6/2022,6/1/2024,726
11770,2,46675.2,6/6/2022,6/1/2024,726
11770,2,45780.8,6/6/2022,6/1/2024,726
11700,3,55369.6,6/8/2022,6/1/2024,724
11700,3,56638.4,6/13/2022,6/1/2024,719
11600,1,41787.2,6/8/2022,6/1/2024,724
11700,3,53040,6/13/2022,6/1/2024,719
12430,4,55702.4,7/18/2022,6/1/2024,684
12090,3,50710.4,7/11/2022,6/1/2024,691
11770,2,44865.6,7/11/2022,6/1/2024,691
12030,2,44158.4,7/18/2022,6/1/2024,684
11790,2,44865.6,8/8/2022,6/1/2024,663
11790,2,44865.6,8/15/2022,6/1/2024,656
12430,4,55702.4,8/22/2022,6/1/2024,649
12260,2,37440,8/22/2022,6/1/2024,649
11700,3,54579.2,9/6/2022,6/1/2024,634
11600,1,44491.2,9/6/2022,6/1/2024,634
12020,2,43825.6,8/29/2022,6/1/2024,642
11700,3,52145.6,9/6/2022,6/1/2024,634
11600,1,40185.6,9/6/2022,6/1/2024,634
11700,3,54620.8,9/12/2022,6/1/2024,628
16720,4,57512,9/19/2022,6/1/2024,621
11700,3,55660.8,9/26/2022,6/1/2024,614
12420,3,52457.6,9/19/2022,6/1/2024,621
11700,3,55120,9/19/2022,6/1/2024,621
12300,4,55640,9/26/2022,6/1/2024,614
12260,2,40892.8,10/10/2022,6/1/2024,600
11760,4,56513.6,10/17/2022,6/1/2024,593
11770,2,44865.6,10/17/2022,6/1/2024,593
11700,3,54579.2,10/24/2022,6/1/2024,586
12030,2,49961.6,10/24/2022,6/1/2024,586
11580,2,49961.6,11/2/2022,6/1/2024,577
11770,2,49961.6,11/9/2022,6/1/2024,570
11770,2,44865.6,11/9/2022,6/1/2024,570
11770,2,41600,11/7/2022,6/1/2024,572
11790,2,46550.4,11/16/2022,6/1/2024,563
11700,3,52312,11/16/2022,6/1/2024,563
12020,2,48609.6,11/16/2022,6/1/2024,563
11770,2,44865.6,11/30/2022,6/1/2024,549
11700,3,57366.4,12/7/2022,6/1/2024,542
12030,2,41995.2,12/7/2022,6/1/2024,542
12020,2,48609.6,12/7/2022,6/1/2024,542
11790,2,41620.8,1/4/2023,6/1/2024,514
11770,2,41891.2,1/18/2023,6/1/2024,500
11580,2,49129.6,1/25/2023,6/1/2024,493
11600,1,40560,1/25/2023,6/1/2024,493
12420,3,49275.2,2/15/2023,6/1/2024,472
11600,1,37710.4,3/15/2023,6/1/2024,444
11790,2,45552,3/15/2023,6/1/2024,444
11580,2,50065.6,3/29/2023,6/1/2024,430
11770,2,42723.2,3/29/2023,6/1/2024,430
11580,2,52998.4,4/5/2023,6/1/2024,423
12020,2,52000,4/19/2023,6/1/2024,409
11580,2,50835.2,5/10/2023,6/1/2024,388
11790,2,44116.8,5/31/2023,6/1/2024,367
12030,2,43056,5/31/2023,6/1/2024,367
11700,3,47320,6/7/2023,6/1/2024,360
11770,2,45427.2,6/14/2023,6/1/2024,353
12260,2,39249.6,6/28/2023,6/1/2024,339
11700,3,47840,6/21/2023,6/1/2024,346
11700,3,49816,6/28/2023,6/1/2024,339
11790,2,45427.2,7/12/2023,6/1/2024,325
11700,3,51979.2,8/2/2023,6/1/2024,304
11700,3,55161.6,7/19/2023,6/1/2024,318
11790,2,44678.4,7/19/2023,6/1/2024,318
11770,2,41704,7/19/2023,6/1/2024,318
11700,3,54100.8,7/26/2023,6/1/2024,311
11770,2,42723.2,7/26/2023,6/1/2024,311
11700,3,53560,7/26/2023,6/1/2024,311
11770,2,42723.2,8/2/2023,6/1/2024,304
11790,2,46675.2,8/9/2023,6/1/2024,297
12430,4,56784,8/9/2023,6/1/2024,297
11790,2,44116.8,8/16/2023,6/1/2024,290
12170,1,39748.8,8/16/2023,6/1/2024,290
12170,1,39478.4,8/16/2023,6/1/2024,290
11790,2,44553.6,8/23/2023,6/1/2024,283
11770,2,43680,8/29/2023,6/1/2024,277
11770,2,45427.2,8/30/2023,6/1/2024,276
11770,2,43680,9/12/2023,6/1/2024,263
11700,3,47132.8,9/13/2023,6/1/2024,262
11770,2,43118.4,9/27/2023,6/1/2024,248
11790,2,42848,9/27/2023,6/1/2024,248
11790,2,46217.6,10/4/2023,6/1/2024,241
11700,3,52478.4,10/25/2023,6/1/2024,220
11600,1,37336,10/18/2023,6/1/2024,227
11790,2,47132.8,10/18/2023,6/1/2024,227
11700,3,54620.8,11/1/2023,6/1/2024,213
12030,2,44553.6,10/25/2023,6/1/2024,220
11580,2,50835.2,10/25/2023,6/1/2024,220
12170,1,41974.4,10/25/2023,6/1/2024,220
11580,2,52478.4,11/15/2023,6/1/2024,199
11600,1,40185.6,11/1/2023,6/1/2024,213
11790,2,45760,11/8/2023,6/1/2024,206
11580,2,51958.4,11/8/2023,6/1/2024,206
12080,3,44512,11/8/2023,6/1/2024,206
12030,2,37523.2,11/15/2023,6/1/2024,199
12030,2,42016,12/13/2023,6/1/2024,171
11600,1,38272,1/17/2024,6/1/2024,136
11700,3,53040,1/17/2024,6/1/2024,136
11790,2,45760,1/17/2024,6/1/2024,136
11790,2,45760,1/24/2024,6/1/2024,129
11600,1,36254.4,3/25/2024,6/1/2024,68
12030,2,41600,3/18/2024,6/1/2024,75
11580,2,48880,4/1/2024,6/1/2024,61
11790,2,45760,4/15/2024,6/1/2024,47
12030,2,41600,4/22/2024,6/1/2024,40
12030,2,43680,5/6/2024,6/1/2024,26
12300,4,57200,4/29/2024,6/1/2024,33
12030,2,39000,5/6/2024,6/1/2024,26
11790,2,45760,4/29/2024,6/1/2024,33
11790,2,45760,4/29/2024,6/1/2024,33
11700,3,53040,4/29/2024,6/1/2024,33
11790,2,45760,4/29/2024,6/1/2024,33
11790,2,45760,5/6/2024,6/1/2024,26
11070,6,81890.1,7/16/2002,6/1/2024,7991
10070,6,80250,11/24/2003,6/1/2024,7495
11060,7,110000,9/24/2004,6/1/2024,7190
11100,6,74900,4/26/2011,6/1/2024,4785
10041,7,85000,4/29/2013,6/1/2024,4051
11100,6,79394,7/1/2016,6/1/2024,2892
11090,6,85280,4/14/2017,6/1/2024,2605
11100,6,74900,8/28/2017,6/1/2024,2469
11100,6,74900,8/28/2017,6/1/2024,2469
11100,6,72800,4/23/2018,6/1/2024,2231
12540,7,105000,8/5/2019,6/1/2024,1762
11120,7,80000,11/9/2020,6/1/2024,1300
11100,6,78645,6/21/2021,6/1/2024,1076
11050,7,85000,10/4/2021,6/1/2024,971
11050,7,90000,11/22/2021,6/1/2024,922
11040,8,130000,11/22/2021,6/1/2024,922
11040,8,115000,4/11/2022,6/1/2024,782
10370,7,90000,4/25/2022,6/1/2024,768
11100,6,75000,6/6/2022,6/1/2024,726
11981,6,85440.16,9/26/2022,6/1/2024,614
10380,8,120000,2/20/2023,6/1/2024,467
12190,6,83200,7/10/2023,6/1/2024,327
13900,9,130000,11/20/2023,6/1/2024,194
12300,4,53913.6,4/12/2016,6/1/2024,2972
11690,2,41100.8,4/22/2016,6/1/2024,2962
11690,2,42307.2,5/16/2016,6/1/2024,2938
11700,3,47944,5/25/2016,6/1/2024,2929
11700,3,48068.8,6/16/2016,6/1/2024,2907
11700,3,40684.8,8/24/2016,6/1/2024,2838
11700,3,45073.6,9/28/2016,6/1/2024,2803
11760,4,47611.2,9/28/2016,6/1/2024,2803
16730,6,64896,10/19/2016,6/1/2024,2782
12130,4,50793.6,6/26/2017,6/1/2024,2532
11680,4,56243.2,2/28/2018,6/1/2024,2285
11570,2,41100.8,7/18/2018,6/1/2024,2145
11700,3,49275.2,8/7/2018,6/1/2024,2125
11760,4,52000,8/15/2018,6/1/2024,2117
11700,3,45968,9/19/2018,6/1/2024,2082
12220,4,52499.2,10/17/2018,6/1/2024,2054
11690,2,40726.4,10/17/2018,6/1/2024,2054
11690,2,39000,2/25/2019,6/1/2024,1923
11710,2,40726.4,3/4/2019,6/1/2024,1916
16730,6,61318.4,4/29/2019,6/1/2024,1860
11700,3,44137.6,5/28/2019,6/1/2024,1831
11700,3,45427.2,7/1/2019,6/1/2024,1797
11700,3,45448,8/12/2019,6/1/2024,1755
11710,2,39249.6,9/30/2019,6/1/2024,1706
11700,3,41038.4,9/30/2019,6/1/2024,1706
11760,4,50252.8,10/7/2019,6/1/2024,1699
16720,4,49920,12/16/2019,6/1/2024,1629
11810,4,43534.4,1/20/2020,6/1/2024,1594
11700,3,44345.6,2/10/2020,6/1/2024,1573
12060,3,47819.2,3/30/2020,6/1/2024,1524
11700,3,42515.2,4/6/2020,6/1/2024,1517
11690,2,41121.6,4/6/2020,6/1/2024,1517
11760,4,49296,10/26/2020,6/1/2024,1314
11760,4,47528,1/19/2021,6/1/2024,1229
12100,4,52249.6,2/1/2021,6/1/2024,1216
12430,4,49753.6,4/19/2021,6/1/2024,1139
11810,4,45011.2,6/14/2021,6/1/2024,1083
11700,3,47507.2,6/14/2021,6/1/2024,1083
17580,6,55328,7/6/2021,6/1/2024,1061
11700,3,42348.8,7/6/2021,6/1/2024,1061
12050,2,53352,10/18/2021,6/1/2024,957
14980,3,45427.2,10/18/2021,6/1/2024,957
11810,4,41204.8,10/18/2021,6/1/2024,957
11580,2,45427.2,11/15/2021,6/1/2024,929
16730,6,72467.2,1/3/2022,6/1/2024,880
11700,3,46508.8,1/10/2022,6/1/2024,873
11580,2,47049.6,1/31/2022,6/1/2024,852
12020,2,37502.4,1/31/2022,6/1/2024,852
11700,3,42723.2,4/11/2022,6/1/2024,782
11700,3,42390.4,5/9/2022,6/1/2024,754
11710,2,41100.8,7/5/2022,6/1/2024,697
11690,2,39020.8,7/25/2022,6/1/2024,677
11760,4,45905.6,7/25/2022,6/1/2024,677
11700,3,44387.2,8/15/2022,6/1/2024,656
11700,3,41371.2,8/29/2022,6/1/2024,642
12430,4,49275.2,9/25/2022,6/1/2024,615
11690,2,41100.8,10/17/2022,6/1/2024,593
11700,3,41246.4,1/3/2023,6/1/2024,515
12210,3,47361.6,1/3/2023,6/1/2024,515
11570,2,45427.2,1/23/2023,6/1/2024,495
14980,3,42993.6,2/6/2023,6/1/2024,481
16130,1,41766.4,2/20/2023,6/1/2024,467
11770,2,40622.4,2/20/2023,6/1/2024,467
11710,2,40019.2,3/6/2023,6/1/2024,453
11690,2,44886.4,2/20/2023,6/1/2024,467
11690,2,39769.6,4/3/2023,6/1/2024,425
11580,2,41766.4,4/3/2023,6/1/2024,425
11580,2,45968,4/24/2023,6/1/2024,404
12170,1,34652.8,5/8/2023,6/1/2024,390
12170,1,36420.8,5/15/2023,6/1/2024,383
11690,2,35880,7/24/2023,6/1/2024,313
12020,2,45427.2,7/31/2023,6/1/2024,306
11700,3,38188.8,9/11/2023,6/1/2024,264
12170,1,37440,9/5/2023,6/1/2024,270
11690,2,38937.6,9/5/2023,6/1/2024,270
11690,2,37128,9/18/2023,6/1/2024,257
11690,2,36774.4,9/18/2023,6/1/2024,257
12170,1,33612.8,10/9/2023,6/1/2024,236
14980,3,38937.6,11/1/2023,6/1/2024,213
12030,2,49753.6,12/18/2023,6/1/2024,166
11700,3,39249.6,12/18/2023,6/1/2024,166
12020,2,47840,1/8/2024,6/1/2024,145
11700,3,40435.2,12/26/2023,6/1/2024,158
11600,1,35880,1/2/2024,6/1/2024,151
11700,3,40560,2/5/2024,6/1/2024,117
11700,3,40560,2/5/2024,6/1/2024,117
11700,3,36400,2/12/2024,6/1/2024,110
11690,2,37440,2/15/2024,6/1/2024,107
11550,6,53206.4,2/26/2024,6/1/2024,96
14980,3,38480,4/1/2024,6/1/2024,61
11700,3,37960,4/8/2024,6/1/2024,54
11710,2,38480,4/15/2024,6/1/2024,47
11700,3,39520,4/22/2024,6/1/2024,40
11690,2,35360,5/1/2024,6/1/2024,31
11700,3,40560,5/6/2024,6/1/2024,26
11700,3,37440,5/6/2024,6/1/2024,26
11710,2,37440,5/6/2024,6/1/2024,26
12560,8,120000,2/1/2010,6/1/2024,5234
11050,7,90000,2/19/2018,6/1/2024,2294
11090,6,63278.59,7/2/2018,6/1/2024,2161
10041,7,71060.66,10/31/2018,6/1/2024,2040
11060,7,81938.77,11/26/2018,6/1/2024,2014
11100,6,69628,2/25/2019,6/1/2024,1923
11100,6,62400,10/30/2019,6/1/2024,1676
11981,6,63950.64,1/21/2020,6/1/2024,1593
11100,6,60000,6/7/2021,6/1/2024,1090
10990,10,215000,6/21/2021,6/1/2024,1076
11120,7,80904,7/12/2021,6/1/2024,1055
11100,6,63860,1/10/2022,6/1/2024,873
11050,7,87672,3/7/2022,6/1/2024,817
11100,6,62400,6/6/2022,6/1/2024,726
13900,9,119600,7/5/2022,6/1/2024,697
10380,8,85000,10/3/2022,6/1/2024,607
11100,6,68640,6/5/2023,6/1/2024,362
11380,9,110000,6/26/2023,6/1/2024,341
11700,3,55328,7/24/2013,6/1/2024,3965
11760,4,60923.2,4/30/2014,6/1/2024,3685
11700,3,55120,9/18/2008,6/1/2024,5735
11700,3,57200,5/16/2012,6/1/2024,4399
11600,1,55120,5/2/2012,6/1/2024,4413
16750,6,68016,3/15/2010,6/1/2024,5192
11760,4,58676.8,4/16/2015,6/1/2024,3334
11760,4,56596.8,11/5/2008,6/1/2024,5687
16740,6,67974.4,8/23/2016,6/1/2024,2839
11700,3,54038.4,12/9/2020,6/1/2024,1270
11600,1,53996.8,5/19/2021,6/1/2024,1109
11700,3,51916.8,9/30/2021,6/1/2024,975
